               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.020359,             0.01028,           0.0022212,             0.88222,              0.9124,             0.94283,             0.75045,            0.011069,           0.0034433,           0.0029321,            0.005116,            0.005116,            0.005116
                 150,             0.01983,            0.010369,           0.0025461,             0.88431,             0.89955,             0.94456,             0.75239,            0.011338,           0.0032503,           0.0033419,            0.005083,            0.005083,            0.005083
                 151,            0.020099,            0.010347,           0.0026768,             0.84757,             0.92039,             0.94003,             0.73878,            0.011569,           0.0033369,           0.0032008,             0.00505,             0.00505,             0.00505
                 152,             0.01818,            0.010288,           0.0024871,             0.78842,             0.96443,             0.92695,             0.74215,            0.011443,           0.0034242,           0.0037041,            0.005017,            0.005017,            0.005017
                 153,            0.019228,            0.010243,           0.0033783,              0.8525,              0.8929,             0.93498,             0.72885,            0.012166,           0.0033782,            0.003462,            0.004984,            0.004984,            0.004984
                 154,             0.01817,             0.01024,           0.0044173,             0.88524,               0.916,             0.94383,             0.74926,            0.011558,           0.0033909,           0.0036215,            0.004951,            0.004951,            0.004951
                 155,            0.019013,            0.010344,           0.0024796,             0.90646,             0.91595,             0.95396,             0.76626,             0.01112,           0.0033268,           0.0032663,            0.004918,            0.004918,            0.004918
                 156,            0.019551,            0.010198,           0.0022279,             0.85956,             0.92625,             0.95355,             0.76588,            0.011164,           0.0034186,           0.0032074,            0.004885,            0.004885,            0.004885
                 157,            0.018873,            0.010196,           0.0017821,             0.87578,             0.91947,             0.95188,             0.76608,            0.011067,           0.0033403,           0.0036369,            0.004852,            0.004852,            0.004852
                 158,            0.019955,           0.0098619,           0.0014032,             0.86807,             0.91182,             0.95651,             0.76858,            0.011569,           0.0033484,           0.0035187,            0.004819,            0.004819,            0.004819
                 159,            0.018823,           0.0097017,           0.0023445,             0.87327,             0.91777,             0.95982,             0.76319,            0.011385,           0.0032377,           0.0029589,            0.004786,            0.004786,            0.004786
                 160,            0.020199,            0.010099,           0.0022417,             0.88691,              0.9031,             0.96035,             0.75291,            0.011332,           0.0034243,           0.0035326,            0.004753,            0.004753,            0.004753
                 161,            0.018405,           0.0099592,           0.0022159,             0.86671,             0.91627,             0.95432,             0.75066,            0.011615,           0.0034786,              0.0033,             0.00472,             0.00472,             0.00472
                 162,            0.019827,            0.010088,           0.0024442,             0.90547,             0.88598,             0.94619,             0.75965,            0.011652,           0.0034687,           0.0029162,            0.004687,            0.004687,            0.004687
                 163,            0.018888,             0.01029,            0.003288,             0.84069,             0.92738,             0.94782,             0.76185,            0.010914,           0.0033716,           0.0033742,            0.004654,            0.004654,            0.004654
                 164,            0.020906,             0.01017,           0.0030352,             0.83379,             0.93073,             0.93685,             0.75756,            0.010822,           0.0032895,           0.0034936,            0.004621,            0.004621,            0.004621
                 165,             0.02042,            0.010045,           0.0021217,             0.87054,             0.91768,             0.95421,             0.76355,            0.010808,            0.003255,           0.0032998,            0.004588,            0.004588,            0.004588
                 166,            0.018557,            0.010213,            0.002427,             0.89454,             0.88252,              0.9533,             0.75315,            0.011163,            0.003386,           0.0034655,            0.004555,            0.004555,            0.004555
                 167,            0.020367,           0.0098745,           0.0031683,             0.88846,             0.92926,             0.95102,             0.75761,            0.011294,           0.0034028,           0.0032824,            0.004522,            0.004522,            0.004522
                 168,            0.019186,             0.00998,           0.0023263,             0.87755,             0.92433,             0.95703,              0.7643,             0.01097,           0.0033449,           0.0033498,            0.004489,            0.004489,            0.004489
                 169,            0.018318,           0.0099543,           0.0016307,             0.86004,             0.92822,             0.94769,             0.74942,            0.011145,           0.0033756,           0.0029757,            0.004456,            0.004456,            0.004456
                 170,            0.019034,           0.0097833,           0.0016426,             0.85486,             0.94546,             0.95207,             0.76555,            0.010942,           0.0032646,            0.002736,            0.004423,            0.004423,            0.004423
                 171,            0.018928,           0.0097459,           0.0019785,             0.89658,             0.91532,             0.95877,             0.77749,            0.011012,           0.0032253,           0.0026571,             0.00439,             0.00439,             0.00439
                 172,            0.019082,            0.009865,           0.0035306,             0.86899,             0.91573,             0.96118,             0.77714,            0.010427,           0.0032305,           0.0027591,            0.004357,            0.004357,            0.004357
                 173,            0.022065,            0.010049,           0.0031134,             0.86127,             0.93585,             0.95757,             0.77762,            0.010436,           0.0032736,           0.0024472,            0.004324,            0.004324,            0.004324
                 174,            0.017659,           0.0098049,           0.0016546,              0.8949,             0.93841,             0.96386,              0.7807,            0.010559,           0.0032678,            0.002308,            0.004291,            0.004291,            0.004291
                 175,            0.018619,            0.010229,            0.002674,             0.89321,             0.92859,             0.96666,             0.78105,            0.010356,            0.003275,           0.0024628,            0.004258,            0.004258,            0.004258
                 176,            0.019217,            0.010054,           0.0028636,             0.87646,              0.9374,             0.96678,             0.77916,            0.010343,           0.0031721,           0.0023022,            0.004225,            0.004225,            0.004225
                 177,            0.018551,           0.0099123,           0.0012985,             0.86941,              0.9366,             0.96199,              0.7836,             0.01038,           0.0032244,           0.0025346,            0.004192,            0.004192,            0.004192
                 178,            0.020515,           0.0099675,           0.0019663,             0.85195,             0.95539,             0.95879,             0.77145,            0.010605,           0.0031985,           0.0023423,            0.004159,            0.004159,            0.004159
                 179,            0.018516,           0.0096462,           0.0018421,             0.85777,             0.95285,             0.96774,             0.77723,             0.01056,           0.0031485,             0.00242,            0.004126,            0.004126,            0.004126
                 180,            0.018054,           0.0099375,           0.0015642,             0.85407,             0.95701,             0.96246,             0.78384,            0.010454,           0.0030746,           0.0024404,            0.004093,            0.004093,            0.004093
                 181,            0.018776,           0.0098318,            0.001766,             0.86903,              0.9554,             0.96272,             0.78262,            0.010734,           0.0030847,           0.0024081,             0.00406,             0.00406,             0.00406
                 182,            0.018279,            0.009753,           0.0022906,             0.85749,             0.95192,             0.95724,             0.77271,            0.011023,           0.0031844,           0.0024333,            0.004027,            0.004027,            0.004027
                 183,            0.018625,           0.0096543,           0.0017932,             0.86346,             0.95546,             0.96025,             0.77418,            0.010785,           0.0031643,           0.0026358,            0.003994,            0.003994,            0.003994
                 184,            0.017729,           0.0096143,           0.0016743,             0.86056,             0.94272,             0.95581,             0.76902,            0.010682,           0.0031745,           0.0029469,            0.003961,            0.003961,            0.003961
                 185,            0.018717,           0.0096189,           0.0022823,             0.87234,             0.93936,             0.95284,             0.75893,            0.010964,           0.0032714,           0.0032882,            0.003928,            0.003928,            0.003928
                 186,            0.016814,           0.0096847,           0.0021369,             0.89214,             0.91508,              0.9503,             0.76413,            0.011009,           0.0033113,            0.003123,            0.003895,            0.003895,            0.003895
                 187,            0.017409,           0.0096538,           0.0017402,             0.88039,             0.93233,             0.95414,             0.77162,            0.010769,           0.0033627,           0.0028985,            0.003862,            0.003862,            0.003862
                 188,            0.018274,           0.0096157,            0.002184,             0.88244,             0.92978,              0.9498,             0.76736,            0.010768,           0.0033962,           0.0029697,            0.003829,            0.003829,            0.003829
                 189,             0.01887,           0.0096059,           0.0020074,             0.84847,             0.94302,             0.95028,             0.76309,            0.010607,            0.003401,           0.0027054,            0.003796,            0.003796,            0.003796
                 190,            0.017952,            0.009604,            0.002035,             0.86393,             0.93873,             0.95521,             0.77208,            0.010503,           0.0033759,           0.0032161,            0.003763,            0.003763,            0.003763
                 191,            0.019233,           0.0094219,           0.0016966,             0.88608,             0.92725,             0.95508,             0.77297,            0.010707,            0.003296,           0.0033706,             0.00373,             0.00373,             0.00373
                 192,            0.018715,           0.0097486,           0.0013376,              0.8677,             0.94197,             0.94874,             0.76893,            0.010637,           0.0033833,           0.0032222,            0.003697,            0.003697,            0.003697
                 193,            0.018976,           0.0094406,           0.0017064,             0.84515,             0.95217,             0.95348,             0.76546,            0.010653,           0.0033144,           0.0032364,            0.003664,            0.003664,            0.003664
                 194,            0.017633,           0.0094419,           0.0018861,              0.8719,             0.93631,             0.95686,              0.7742,             0.01082,           0.0032402,           0.0032049,            0.003631,            0.003631,            0.003631
                 195,            0.018488,           0.0094069,           0.0014328,             0.89026,             0.91743,             0.95247,              0.7735,            0.010772,           0.0033109,           0.0034727,            0.003598,            0.003598,            0.003598
                 196,            0.017283,           0.0092731,           0.0014454,             0.89508,             0.92576,             0.95798,             0.76721,            0.010639,           0.0033074,           0.0034542,            0.003565,            0.003565,            0.003565
                 197,             0.01868,           0.0097801,           0.0014397,             0.91126,             0.87729,             0.95985,             0.77249,            0.010592,           0.0032793,           0.0033467,            0.003532,            0.003532,            0.003532
                 198,            0.016953,            0.009469,           0.0012837,             0.88341,             0.91008,             0.95441,              0.7703,            0.010518,           0.0033256,           0.0036382,            0.003499,            0.003499,            0.003499
                 199,            0.018114,           0.0093939,           0.0026062,             0.84987,             0.95334,             0.95121,             0.77161,            0.010487,           0.0033396,           0.0035947,            0.003466,            0.003466,            0.003466
                 200,            0.018035,           0.0095286,           0.0024788,             0.85764,             0.96666,             0.95488,             0.77764,            0.010431,           0.0032539,            0.003566,            0.003433,            0.003433,            0.003433
                 201,            0.017621,           0.0093442,           0.0020436,             0.87047,             0.94199,             0.96239,             0.78188,            0.010512,           0.0032763,           0.0035398,              0.0034,              0.0034,              0.0034
                 202,            0.017676,           0.0093802,           0.0023008,             0.87261,             0.94031,             0.95852,             0.77656,            0.010703,           0.0032156,           0.0034859,            0.003367,            0.003367,            0.003367
                 203,            0.018047,            0.009275,           0.0021656,             0.90818,             0.93667,             0.95198,             0.77214,            0.010999,           0.0032551,           0.0036768,            0.003334,            0.003334,            0.003334
                 204,            0.017414,           0.0091787,           0.0018326,             0.89476,             0.95605,             0.95667,             0.77213,            0.010749,           0.0032854,           0.0032165,            0.003301,            0.003301,            0.003301
                 205,            0.018004,           0.0094714,           0.0013862,             0.88983,             0.93383,             0.96046,             0.77378,            0.010872,           0.0033487,           0.0032256,            0.003268,            0.003268,            0.003268
                 206,            0.016872,           0.0090829,           0.0023093,             0.87611,             0.94825,              0.9582,             0.77626,             0.01073,           0.0033732,           0.0034762,            0.003235,            0.003235,            0.003235
                 207,            0.018451,           0.0091059,           0.0018119,             0.89096,             0.92502,             0.95783,             0.77852,            0.010675,           0.0033934,           0.0033244,            0.003202,            0.003202,            0.003202
                 208,            0.018223,            0.009218,           0.0013737,             0.86961,             0.94731,             0.95803,             0.77341,            0.010701,           0.0034133,            0.003089,            0.003169,            0.003169,            0.003169
                 209,             0.01624,           0.0090899,           0.0015167,              0.8733,             0.93493,             0.95264,             0.77496,            0.010564,           0.0033709,           0.0028609,            0.003136,            0.003136,            0.003136
                 210,             0.01664,           0.0093742,           0.0015325,             0.84663,             0.95124,              0.9536,             0.77111,            0.010605,           0.0033504,           0.0028439,            0.003103,            0.003103,            0.003103
                 211,            0.017228,           0.0093038,             0.00146,             0.86451,              0.9425,             0.95409,             0.77338,            0.010638,           0.0033097,           0.0029043,             0.00307,             0.00307,             0.00307
                 212,            0.016009,           0.0091897,           0.0016382,             0.90035,             0.91254,             0.95746,             0.77436,             0.01054,           0.0032592,           0.0031312,            0.003037,            0.003037,            0.003037
                 213,            0.016719,           0.0091225,           0.0012463,             0.92808,             0.88792,             0.95673,             0.77691,            0.010668,           0.0032681,           0.0033614,            0.003004,            0.003004,            0.003004
                 214,            0.015831,           0.0089531,           0.0012501,             0.92009,             0.89869,             0.95802,             0.77649,            0.010781,           0.0032463,            0.003495,            0.002971,            0.002971,            0.002971
                 215,            0.016773,           0.0089221,           0.0019598,             0.94371,             0.88279,             0.96035,             0.78103,            0.010885,           0.0032613,           0.0033636,            0.002938,            0.002938,            0.002938
                 216,            0.016281,           0.0088366,            0.001192,             0.88979,             0.93082,             0.95761,             0.77992,            0.010735,             0.00322,           0.0032385,            0.002905,            0.002905,            0.002905
                 217,            0.016818,           0.0092622,           0.0011983,             0.89219,             0.93953,             0.96116,             0.78478,            0.010728,           0.0032236,           0.0031889,            0.002872,            0.002872,            0.002872
                 218,            0.017404,           0.0093087,           0.0013227,             0.89544,             0.93588,             0.95818,             0.77886,            0.010675,           0.0032871,           0.0031421,            0.002839,            0.002839,            0.002839
                 219,            0.017183,           0.0089274,            0.001378,             0.87866,             0.95984,             0.95255,             0.77382,            0.010787,           0.0033742,           0.0032229,            0.002806,            0.002806,            0.002806
                 220,             0.01764,           0.0088776,           0.0010017,             0.92834,              0.9148,             0.95593,             0.77024,            0.011074,           0.0034109,           0.0034129,            0.002773,            0.002773,            0.002773
                 221,            0.016868,           0.0090054,           0.0011093,              0.9229,             0.91012,             0.95895,             0.77013,            0.010983,           0.0033562,            0.003366,             0.00274,             0.00274,             0.00274
                 222,            0.016947,           0.0089932,           0.0010193,             0.87392,             0.95428,             0.95919,             0.78281,             0.01068,           0.0033336,           0.0033537,            0.002707,            0.002707,            0.002707
                 223,            0.017549,           0.0089643,           0.0014899,             0.89735,             0.92657,             0.96025,             0.78213,            0.010619,           0.0033303,           0.0033374,            0.002674,            0.002674,            0.002674
                 224,            0.016619,           0.0088699,           0.0017535,             0.87585,              0.9559,             0.95695,             0.77837,            0.010705,           0.0033823,           0.0034049,            0.002641,            0.002641,            0.002641
                 225,            0.016483,           0.0091034,           0.0017133,             0.88073,             0.95639,             0.95861,             0.78263,            0.010623,           0.0033679,           0.0033106,            0.002608,            0.002608,            0.002608
                 226,            0.016664,           0.0089064,            0.001184,             0.90214,             0.93467,             0.95834,             0.78204,            0.010563,            0.003363,           0.0032527,            0.002575,            0.002575,            0.002575
                 227,            0.017004,           0.0088728,           0.0019376,             0.87515,             0.96072,             0.95473,             0.77774,            0.010619,           0.0033665,           0.0033782,            0.002542,            0.002542,            0.002542
                 228,             0.01506,           0.0086965,          0.00089628,             0.88616,             0.94926,             0.96166,             0.77908,            0.010666,           0.0033114,           0.0035015,            0.002509,            0.002509,            0.002509
                 229,            0.015491,           0.0088119,          0.00086753,             0.87536,              0.9655,              0.9637,             0.78558,            0.010578,           0.0032857,           0.0035134,            0.002476,            0.002476,            0.002476
                 230,            0.017089,            0.008775,          0.00095083,             0.87459,             0.96099,             0.96286,             0.78271,            0.010676,           0.0032492,           0.0033715,            0.002443,            0.002443,            0.002443
                 231,            0.016562,           0.0087837,           0.0020773,             0.87697,             0.95874,             0.96409,              0.7866,             0.01067,           0.0032353,           0.0034109,             0.00241,             0.00241,             0.00241
                 232,            0.015248,           0.0087793,           0.0020605,             0.87446,             0.95477,              0.9621,             0.78298,            0.010619,           0.0032304,           0.0034517,            0.002377,            0.002377,            0.002377
                 233,            0.014983,           0.0087479,           0.0010611,             0.90146,             0.92359,             0.96127,             0.78522,              0.0107,           0.0032555,           0.0035024,            0.002344,            0.002344,            0.002344
                 234,            0.016377,           0.0088579,           0.0013883,              0.8805,             0.94829,             0.96385,             0.79178,            0.010489,           0.0031833,           0.0034491,            0.002311,            0.002311,            0.002311
                 235,             0.01499,           0.0085921,           0.0007413,             0.89342,             0.93981,             0.96201,             0.78914,            0.010589,           0.0031974,            0.003356,            0.002278,            0.002278,            0.002278
                 236,              0.0155,           0.0086835,           0.0018041,             0.87809,              0.9531,             0.96264,             0.78705,            0.010641,           0.0032255,            0.003408,            0.002245,            0.002245,            0.002245
                 237,            0.015915,           0.0087791,          0.00083002,             0.88388,             0.94572,              0.9651,              0.7905,            0.010644,           0.0032533,            0.003276,            0.002212,            0.002212,            0.002212
                 238,            0.015068,           0.0087475,           0.0017335,             0.88846,             0.94261,             0.96562,             0.78583,            0.010694,           0.0032854,           0.0032989,            0.002179,            0.002179,            0.002179
                 239,            0.015769,           0.0083837,          0.00095577,             0.90784,             0.92419,             0.96377,              0.7832,            0.010813,            0.003344,           0.0032939,            0.002146,            0.002146,            0.002146
                 240,            0.014823,           0.0086419,            0.001092,              0.8928,             0.95229,             0.96458,             0.78495,            0.010769,           0.0033332,           0.0034077,            0.002113,            0.002113,            0.002113
                 241,            0.016065,            0.008581,           0.0013146,             0.88901,             0.95248,             0.96366,             0.78422,            0.010622,           0.0033049,           0.0035578,             0.00208,             0.00208,             0.00208
                 242,            0.016014,           0.0086427,           0.0010631,             0.89167,             0.94695,             0.96389,             0.78793,            0.010446,           0.0033041,           0.0035283,            0.002047,            0.002047,            0.002047
                 243,            0.015343,            0.008672,           0.0011887,             0.88675,             0.95525,             0.96516,             0.79035,            0.010343,           0.0033031,           0.0035954,            0.002014,            0.002014,            0.002014
                 244,            0.015408,           0.0086953,           0.0010302,             0.88082,             0.96337,             0.96666,             0.79067,            0.010397,           0.0033217,           0.0037009,            0.001981,            0.001981,            0.001981
                 245,            0.016123,           0.0086657,           0.0020098,              0.9047,             0.93987,             0.96675,             0.79002,            0.010389,           0.0033186,           0.0036853,            0.001948,            0.001948,            0.001948
                 246,            0.016414,           0.0087115,            0.001544,             0.92771,             0.91897,             0.96711,              0.7912,            0.010409,           0.0033337,           0.0036647,            0.001915,            0.001915,            0.001915
                 247,            0.015783,           0.0085581,           0.0018645,             0.92752,             0.92914,              0.9628,             0.78808,            0.010499,           0.0033587,           0.0036672,            0.001882,            0.001882,            0.001882
                 248,            0.014704,           0.0086348,           0.0011541,             0.93233,             0.93664,             0.96144,             0.78554,            0.010396,           0.0033558,           0.0036886,            0.001849,            0.001849,            0.001849
                 249,            0.014051,           0.0084361,           0.0010069,             0.90436,             0.95735,             0.95953,             0.78708,            0.010295,           0.0033605,           0.0037753,            0.001816,            0.001816,            0.001816
                 250,             0.01507,           0.0085782,          0.00071895,             0.89658,             0.96547,              0.9552,             0.77876,            0.010308,           0.0033364,           0.0036954,            0.001783,            0.001783,            0.001783
                 251,            0.016327,           0.0084476,            0.001463,             0.89729,             0.96687,             0.95476,             0.77998,            0.010351,           0.0033565,           0.0037308,             0.00175,             0.00175,             0.00175
                 252,            0.015451,           0.0084183,           0.0016349,             0.89453,             0.95951,             0.95743,             0.78106,            0.010353,           0.0033746,           0.0037841,            0.001717,            0.001717,            0.001717
                 253,            0.014571,           0.0081534,          0.00090024,             0.89057,             0.95932,             0.96092,             0.78652,             0.01052,           0.0033592,           0.0037511,            0.001684,            0.001684,            0.001684
                 254,             0.01426,           0.0082643,           0.0006067,             0.89052,             0.96039,             0.96071,             0.78707,            0.010533,           0.0033493,           0.0036874,            0.001651,            0.001651,            0.001651
                 255,            0.014626,            0.008425,          0.00050626,             0.89066,             0.95847,             0.95793,             0.78142,            0.010505,           0.0033613,           0.0037536,            0.001618,            0.001618,            0.001618
                 256,            0.014565,           0.0083487,          0.00095034,             0.90257,             0.94033,             0.95996,             0.78323,            0.010606,           0.0033623,           0.0039055,            0.001585,            0.001585,            0.001585
                 257,            0.015569,           0.0086277,           0.0013957,             0.89917,             0.94963,             0.96021,             0.78366,            0.010571,           0.0033787,           0.0039147,            0.001552,            0.001552,            0.001552
                 258,             0.01541,           0.0084923,          0.00099039,             0.89888,             0.93762,             0.95749,             0.78576,            0.010565,            0.003398,           0.0037627,            0.001519,            0.001519,            0.001519
                 259,            0.015079,           0.0081009,           0.0012242,             0.88263,             0.95486,             0.95429,             0.78406,            0.010548,            0.003376,           0.0036048,            0.001486,            0.001486,            0.001486
                 260,            0.015686,           0.0082419,          0.00062552,             0.87733,              0.9666,             0.95721,             0.78731,            0.010487,           0.0033806,           0.0035642,            0.001453,            0.001453,            0.001453
                 261,             0.01536,           0.0084165,           0.0013122,             0.88983,             0.95978,             0.95608,             0.79129,            0.010453,           0.0033887,            0.003548,             0.00142,             0.00142,             0.00142
                 262,            0.014774,            0.008256,           0.0011273,             0.88949,              0.9584,             0.95607,             0.79092,            0.010362,           0.0034197,           0.0035815,            0.001387,            0.001387,            0.001387
                 263,            0.014748,            0.008468,           0.0016425,             0.90448,             0.94305,              0.9542,             0.78656,            0.010375,           0.0034395,           0.0036376,            0.001354,            0.001354,            0.001354
                 264,            0.014414,            0.008258,          0.00076419,             0.90374,             0.94246,             0.95709,             0.78831,            0.010317,           0.0034001,           0.0036089,            0.001321,            0.001321,            0.001321
                 265,            0.014641,           0.0080881,          0.00090284,             0.90474,             0.94709,             0.95802,             0.79353,            0.010249,           0.0033742,           0.0036343,            0.001288,            0.001288,            0.001288
                 266,            0.014948,           0.0082808,          0.00091791,             0.90479,             0.94695,             0.95751,              0.7933,            0.010239,           0.0033579,           0.0037044,            0.001255,            0.001255,            0.001255
                 267,            0.015177,             0.00836,           0.0012508,             0.90482,             0.94962,             0.95722,             0.79477,            0.010234,           0.0033321,           0.0037491,            0.001222,            0.001222,            0.001222
                 268,            0.014969,           0.0084376,           0.0012554,             0.90401,             0.94456,             0.95418,             0.79051,            0.010256,           0.0033417,           0.0037761,            0.001189,            0.001189,            0.001189
                 269,            0.014137,           0.0082807,           0.0010533,             0.90789,             0.92842,              0.9557,             0.79261,             0.01027,           0.0033609,           0.0037504,            0.001156,            0.001156,            0.001156
                 270,            0.014085,           0.0081605,           0.0011714,             0.91495,             0.93117,             0.95553,              0.7938,            0.010337,            0.003363,            0.003804,            0.001123,            0.001123,            0.001123
                 271,            0.013988,           0.0079507,          0.00066815,             0.92601,             0.93168,             0.95636,              0.7922,             0.01032,           0.0033505,           0.0038318,             0.00109,             0.00109,             0.00109
                 272,            0.014146,           0.0081977,           0.0008233,             0.91963,             0.93499,             0.95643,             0.79597,            0.010315,           0.0033471,           0.0038551,            0.001057,            0.001057,            0.001057
                 273,            0.014709,           0.0081598,          0.00074911,             0.91751,             0.93872,             0.95653,             0.79588,            0.010379,            0.003344,           0.0038947,            0.001024,            0.001024,            0.001024
                 274,            0.013762,            0.007915,           0.0011549,             0.91489,             0.93137,             0.95503,              0.7959,            0.010413,           0.0033659,           0.0039181,            0.000991,            0.000991,            0.000991
                 275,            0.014481,           0.0081205,           0.0016235,             0.90046,             0.94364,             0.95374,             0.79505,            0.010435,            0.003372,           0.0038724,            0.000958,            0.000958,            0.000958
                 276,            0.014219,             0.00818,           0.0010611,              0.8997,              0.9461,             0.95608,             0.79612,            0.010462,           0.0033718,           0.0038642,            0.000925,            0.000925,            0.000925
                 277,            0.014616,           0.0081853,          0.00099176,             0.89606,             0.94617,             0.95453,             0.79645,            0.010511,           0.0033666,           0.0039082,            0.000892,            0.000892,            0.000892
                 278,            0.013538,           0.0080593,          0.00098682,             0.89589,             0.94595,             0.95639,             0.79516,            0.010479,           0.0033549,           0.0039367,            0.000859,            0.000859,            0.000859
                 279,            0.014773,           0.0080466,            0.001011,             0.89587,             0.94719,             0.95599,             0.79437,            0.010383,           0.0033676,           0.0039472,            0.000826,            0.000826,            0.000826
                 280,            0.014328,           0.0081453,          0.00081349,             0.89601,             0.94446,             0.95789,             0.79715,             0.01032,           0.0033676,           0.0039161,            0.000793,            0.000793,            0.000793
                 281,            0.014137,           0.0081529,          0.00082294,             0.88803,             0.94483,             0.95815,             0.79743,            0.010304,           0.0033615,           0.0039375,             0.00076,             0.00076,             0.00076
                 282,            0.014937,           0.0082363,          0.00073181,             0.90499,              0.9334,             0.95669,             0.79812,            0.010278,             0.00337,           0.0039867,            0.000727,            0.000727,            0.000727
                 283,            0.013663,           0.0079716,          0.00067644,             0.90798,             0.94337,             0.95716,             0.79592,            0.010228,            0.003362,           0.0040243,            0.000694,            0.000694,            0.000694
                 284,             0.01294,            0.008008,          0.00082622,              0.9016,             0.94524,               0.957,             0.79833,            0.010198,           0.0033512,           0.0040326,            0.000661,            0.000661,            0.000661
                 285,            0.014664,           0.0080558,          0.00087773,             0.89783,             0.94914,             0.95488,             0.79438,            0.010201,            0.003361,           0.0040602,            0.000628,            0.000628,            0.000628
                 286,             0.01297,           0.0077935,          0.00061333,              0.9075,             0.94563,              0.9545,             0.79351,            0.010203,           0.0033759,           0.0041056,            0.000595,            0.000595,            0.000595
                 287,            0.013164,           0.0078194,          0.00046241,             0.90217,             0.94728,             0.95546,             0.79221,            0.010197,           0.0033895,           0.0041422,            0.000562,            0.000562,            0.000562
                 288,             0.01442,           0.0079574,          0.00089451,             0.90808,             0.94453,             0.95529,             0.79393,            0.010174,           0.0033893,           0.0041543,            0.000529,            0.000529,            0.000529
                 289,            0.014098,           0.0080151,           0.0010229,             0.89607,             0.94001,             0.95323,              0.7932,            0.010164,           0.0033838,           0.0041685,            0.000496,            0.000496,            0.000496
                 290,            0.013778,           0.0080042,           0.0010312,             0.89646,             0.94684,             0.95302,             0.79376,            0.010176,           0.0033851,           0.0041751,            0.000463,            0.000463,            0.000463
                 291,            0.013281,           0.0077805,          0.00046581,             0.92459,             0.90733,             0.95286,             0.79407,            0.010204,           0.0033915,           0.0041747,             0.00043,             0.00043,             0.00043
                 292,            0.013093,           0.0079552,           0.0003751,             0.88928,             0.94933,              0.9537,              0.7934,            0.010263,           0.0033933,           0.0041595,            0.000397,            0.000397,            0.000397
                 293,            0.012091,           0.0077298,           0.0010928,             0.88989,             0.95155,             0.95481,             0.79379,            0.010293,           0.0033922,           0.0041516,            0.000364,            0.000364,            0.000364
                 294,            0.014583,           0.0079802,          0.00063091,             0.88895,             0.94786,             0.95566,             0.79469,             0.01029,           0.0033885,           0.0041545,            0.000331,            0.000331,            0.000331
                 295,            0.013598,           0.0077808,           0.0010896,             0.88893,             0.94425,             0.95696,             0.79426,            0.010294,           0.0033883,           0.0041666,            0.000298,            0.000298,            0.000298
                 296,              0.0129,            0.007814,          0.00094112,             0.93075,             0.90865,             0.95714,             0.79506,            0.010315,           0.0033968,            0.004168,            0.000265,            0.000265,            0.000265
                 297,            0.013116,           0.0079137,           0.0011748,             0.92025,             0.90953,             0.95711,             0.79673,            0.010332,            0.003402,           0.0041593,            0.000232,            0.000232,            0.000232
                 298,            0.013277,           0.0078072,          0.00070464,             0.88764,             0.94236,              0.9579,             0.79584,            0.010355,           0.0034003,           0.0041259,            0.000199,            0.000199,            0.000199
                 299,            0.013358,           0.0077558,          0.00077254,             0.92067,             0.90902,             0.95828,             0.79654,            0.010373,           0.0033993,           0.0041044,            0.000166,            0.000166,            0.000166
